drgnbstr.zip	Dragon Buster
dragngunj.zip	Dragon Gun (Japan)
dragngun.zip	Dragon Gun (US)
drgnmst.zip	Dragon Master (set 1)
drgnmst2.zip	Dragon Master (set 2)
dsaberj.zip	Dragon Saber (Japan, Rev B)
dsaber.zip	Dragon Saber (World, DO2)
dsabera.zip	Dragon Saber (World, older?)
dspirit2.zip	Dragon Spirit (DS2)
dspirit.zip	Dragon Spirit (new version (DS3))
dspirit1.zip	Dragon Spirit (old version (DS1))
drgnunit.zip	Dragon Unit / Castle of Dragon
dw2001.zip	Dragon World 2001 (V100, Japan)
drgw3105.zip	Dragon World 3 (V105)
drgw3.zip	Dragon World 3 (V106, China)
dwex.zip	Dragon World 3 EX (V100, World)
dwex101cn.zip	Dragon World 3 EX (V101, China)
drgw2100hk.zip	Dragon World II (V100, Hong Kong)
drgw2100x.zip	Dragon World II (V100X, World)
drgw2.zip	Dragon World II (V110X, World)
dwpc101j.zip	Dragon World Pretty Chance (V101, Japan)
dwpc.zip	Dragon World Pretty Chance (V110, China)
dragonsh.zip	Dragon's Heaven (development board)
dbza.zip	Dragonball Z (rev A)
dbz.zip	Dragonball Z (rev B)
dbz2.zip	Dragonball Z 2 - Super Battle
drgninja.zip	Dragonninja (Japan)
drgninjab2.zip	Dragonninja (bootleg with 68705)
drgninjab.zip	Dragonninja (bootleg)
drakton.zip	Drakton (DK conversion)
drktnjr.zip	Drakton (DKJr conversion)
keithlcy.zip	Dramatic Adventure Quiz Keith & Lucy (Japan)
dreambal.zip	Dream Ball (Japan V2.4)
dland.zip	Dream Land / Super Dream Land (bootleg of Bubble Bobble)
dremshpr.zip	Dream Shopper
dsoccr94j.zip	Dream Soccer '94 (Japan)
dsoccr94k.zip	Dream Soccer '94 (Korea, M107 hardware)
dsoccr94.zip	Dream Soccer '94 (World, M107 hardware)
dreamwld.zip	Dream World
dribling.zip	Dribbling
driblingo.zip	Dribbling (Olympia)
driblingbr.zip	Dribbling (bootleg, Brazil)
drifto94.zip	Drift Out '94 - The Hard Order (Japan)
driftout.zip	Drift Out (Europe)
driftoutj.zip	Drift Out (Japan)
driveout.zip	Drive Out
drivfrcb.zip	Driving Force (Galaxian conversion bootleg)
drivfrcg.zip	Driving Force (Galaxian conversion)
drivfrcp.zip	Driving Force (Pac-Man conversion)
dualaslt.zip	Dual Assault
ducki.zip	Duck Tales (FMV Demo)
dumpmtmt.zip	Dump Matsumoto (Japan, 8751 317-unknown)
dungeonmu.zip	Dungeon Magic (Ver 2.1A 1994/02/18)
dungeonm.zip	Dungeon Magic (Ver 2.1O 1994/02/18)
ddsomjr1.zip	Dungeons & Dragons - shadow over mystara (960206 Japan)
ddsomar1.zip	Dungeons & Dragons - shadow over mystara (960208 Asia)
ddsomr3.zip	Dungeons & Dragons - shadow over mystara (960208 Euro)
ddsomr2.zip	Dungeons & Dragons - shadow over mystara (960209 Euro)
ddsomur1.zip	Dungeons & Dragons - shadow over mystara (960209 USA)
ddsomb.zip	Dungeons & Dragons - shadow over mystara (960223 Brazil)
ddsomr1.zip	Dungeons & Dragons - shadow over mystara (960223 Euro)
ddsomh.zip	Dungeons & Dragons - shadow over mystara (960223 Hispanic)
ddsomjr2.zip	Dungeons & Dragons - shadow over mystara (960223 Japan)
ddsoma.zip	Dungeons & Dragons - shadow over mystara (960619 Asia)
ddsom.zip	Dungeons & Dragons - shadow over mystara (960619 Euro)
ddsomj.zip	Dungeons & Dragons - shadow over mystara (960619 Japan)
ddsomud.zip	Dungeons & Dragons - shadow over mystara (960619 USA Phoenix Edition)
ddsomu.zip	Dungeons & Dragons - shadow over mystara (960619 USA)
ddtodar1.zip	Dungeons & Dragons - tower of doom (940113 Asia)
ddtodr1.zip	Dungeons & Dragons - tower of doom (940113 Euro)
ddtodhr2.zip	Dungeons & Dragons - tower of doom (940113 Hispanic)
ddtodjr2.zip	Dungeons & Dragons - tower of doom (940113 Japan)
ddtodur1.zip	Dungeons & Dragons - tower of doom (940113 USA)
ddtodhr1.zip	Dungeons & Dragons - tower of doom (940125 Hispanic)
ddtodjr1.zip	Dungeons & Dragons - tower of doom (940125 Japan)
ddtodu.zip	Dungeons & Dragons - tower of doom (940125 USA)
ddtoda.zip	Dungeons & Dragons - tower of doom (940412 Asia)
ddtodd.zip	Dungeons & Dragons - tower of doom (940412 Euro Phoenix Edition)
ddtod.zip	Dungeons & Dragons - tower of doom (940412 Euro)
ddtodh.zip	Dungeons & Dragons - tower of doom (940412 Hispanic)
ddtodj.zip	Dungeons & Dragons - tower of doom (940412 Japan)
ddream95.zip	Dunk Dream '95 (Japan 1.4, EAM)
dunkshoto.zip	Dunk Shot (FD1089 317-0022)
dunkshota.zip	Dunk Shot (Rev A, FD1089 317-0022)
dunkshot.zip	Dunk Shot (Rev C, FD1089 317-0022)
dyger.zip	Dyger (Korea set 1)
dygera.zip	Dyger (Korea set 2)
dynagear.zip	Dyna Gear
dynablst.zip	Dynablaster / Bomber Man
dcclubj.zip	Dynamic Country Club (Japan, ROM Based)
dcclubfd.zip	Dynamic Country Club (US, Floppy Based, FD1094 317-0058-09d)
dcclub.zip	Dynamic Country Club (World, ROM Based)
dynamski.zip	Dynamic Ski
dynabomb.zip	Dynamite Bomber (Korea, Rev 1.5)
dynduke.zip	Dynamite Duke (Europe, 03SEP89)
dyndukea.zip	Dynamite Duke (Europe, 25JUL89)
dyndukej.zip	Dynamite Duke (Japan, 03SEP89)
dyndukeja.zip	Dynamite Duke (Japan, 25JUL89)
dyndukeu.zip	Dynamite Duke (US, 25JUL89)
dduxbl.zip	Dynamite Dux (bootleg)
ddux1.zip	Dynamite Dux (set 1, World, 8751 317-0095)
dduxd.zip	Dynamite Dux (set 2, FD1094 317-0096 decrypted)
ddux.zip	Dynamite Dux (set 2, FD1094 317-0096)
dduxjd.zip	Dynamite Dux (set 2, Japan, FD1094 317-0094 decrypted)
dduxj.zip	Dynamite Dux (set 2, Japan, FD1094 317-0094)
dleaguej.zip	Dynamite League (Japan)
dleague.zip	Dynamite League (US)
dynwar.zip	Dynasty Wars (US set 1)
dynwara.zip	Dynasty Wars (US set 2)
ejanhs.zip	E Jong High School (Japan)
ejsakura12.zip	E-Jan Sakurasou (Japan, SYS386F V1.2)
ejsakura.zip	E-Jan Sakurasou (Japan, SYS386F V2.0)
eswatbl.zip	E-Swat - Cyber Police (bootleg)
eswatj1d.zip	E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131 decrypted)
eswatj1.zip	E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131)
eswatjd.zip	E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128 decrypted)
eswatj.zip	E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128)
eswatud.zip	E-Swat - Cyber Police (set 3, US, FD1094 317-0129 decrypted)
eswatu.zip	E-Swat - Cyber Police (set 3, US, FD1094 317-0129)
eswatd.zip	E-Swat - Cyber Police (set 4, World, FD1094 317-0130 decrypted)
eswat.zip	E-Swat - Cyber Police (set 4, World, FD1094 317-0130)
edfu.zip	E.D.F. : Earth Defense Force (North America)
edfbl.zip	E.D.F. : Earth Defense Force (bootleg)
edf.zip	E.D.F. : Earth Defense Force (set 1)
edfa.zip	E.D.F. : Earth Defense Force (set 2)
espradejo.zip	ESP Ra.De. (Japan, ver. 98/04/14)
espradej.zip	ESP Ra.De. (Japan, ver. 98/04/21)
esprade.zip	ESP Ra.De. - A.D.2018 Tokyo (International, ver. 98/04/22)
eagle.zip	Eagle (set 1)
eagle2.zip	Eagle (set 2)
eagle3.zip	Eagle (set 3)
eaglshotj.zip	Eagle Shot Golf (Japan, bootleg?)
eaglshot.zip	Eagle Shot Golf (US)
ecofghtra.zip	Eco Fighters (931203 Asia)
ecofghtrh.zip	Eco Fighters (931203 Hispanic)
ecofghtru1.zip	Eco Fighters (931203 USA)
ecofghtrd.zip	Eco Fighters (931203 World Phoenix Edition)
ecofghtr.zip	Eco Fighters (931203 etc)
ecofghtru.zip	Eco Fighters (940215 USA)
eeekk.zip	Eeekk!
eeekkp.zip	Eeekk! (Pac-man conversion)
egghunt.zip	Egg Hunt
eggor.zip	Eggor
eggs.zip	Eggs
8ballact.zip	Eight Ball Action (DK conversion)
8bpm.zip	Eight Ball Action (Pac-Man conversion)
eightfrc.zip	Eight Forces
eightman.zip	Eight Man (NGM-025)(NGH-025)
efdt.zip	El Fin Del Tiempo
elevator.zip	Elevator Action (BA3, 4 pcb version, 1.1)
elevatora.zip	Elevator Action (EA, 5 pcb version, 1.1)
elevatorb.zip	Elevator Action (bootleg)
elvact2u.zip	Elevator Action II (Ver 2.2A 1995/02/20)
elvactrj.zip	Elevator Action Returns (Ver 2.2J 1995/02/20)
elvactr.zip	Elevator Action Returns (Ver 2.2O 1995/02/20)
elim2c.zip	Eliminator (2 Players, cocktail)
elim2.zip	Eliminator (2 Players, set 1)
elim2a.zip	Eliminator (2 Players, set 2)
elim4.zip	Eliminator (4 Players)
elim4p.zip	Eliminator (4 Players, prototype)
emeraldaj.zip	Emeraldia (Japan Version B)
emeraldaja.zip	Emeraldia (Japan)
emeralda.zip	Emeraldia (World)
empcityi.zip	Empire City: 1931 (Italy)
empcityj.zip	Empire City: 1931 (Japan)
empcityu.zip	Empire City: 1931 (US)
empcity.zip	Empire City: 1931 (bootleg?)
enduror.zip	Enduro Racer (Rev A, YM2151, FD1089B 317-0013A)
endurora.zip	Enduro Racer (Rev A, YM2151, mask ROM sprites, FD1089B 317-0013A)
endurorb.zip	Enduro Racer (YM2151, FD1089B 317-0013A)
enduror1.zip	Enduro Racer (YM2203, FD1089B 317-0013A)
endurord.zip	Enduro Racer (bootleg of Rev A, YM2151, FD1089B 317-0013A set)
enduror1d.zip	Enduro Racer (bootleg of YM2203, FD1089B 317-0013A set)
endurobl.zip	Enduro Racer (bootleg set 1)
enforcej.zip	Enforce (Japan)
enforceja.zip	Enforce (Japan, Analog Controls)
enforce.zip	Enforce (World)
enmadaio.zip	Enma Daio (Japan)
esckids.zip	Escape Kids (Asia, 4 Players)
esckidsj.zip	Escape Kids (Japan, 2 Players)
eprom.zip	Escape from the Planet of the Robot Monsters (set 1)
espgalbl.zip	Espgaluda (2003/10/15 Master Ver, bootleg cartridge conversion)
espgal.zip	Espgaluda (Japan, 2003/10/15 Master Ver)
espial.zip	Espial (Europe)
espialu.zip	Espial (US?)
euroch92.zip	Euro Champ '92 (World)
twcup90ba.zip	Euro League (Italian hack of Tecmo World Cup '90 - alt version)
twcup90b1.zip	Euro League (Italian hack of Tecmo World Cup '90)
evilston.zip	Evil Stone
excelsr.zip	Excelsior (set 1)
excelsra.zip	Excelsior (set 2)
exctleagd.zip	Excite League (FD1094 317-0079 decrypted)
exctleag.zip	Excite League (FD1094 317-0079)
excthour.zip	Exciting Hour
exedexes.zip	Exed Exes
exerion.zip	Exerion
exeriont.zip	Exerion (Taito)
exerionb.zip	Exerion (bootleg)
exerizer.zip	Exerizer (Japan)
exerizerb.zip	Exerizer (Japan) (bootleg)
exodus.zip	Exodus (bootleg?)
explorer.zip	Explorer
cexplore.zip	Explorer (DECO Cassette) (US)
explbrkrk.zip	Explosive Breaker (Korea)
explbrkr.zip	Explosive Breaker (World)
exprraidi.zip	Express Raider (Italy)
exprraidu.zip	Express Raider (US, rev 5)
exprraid.zip	Express Raider (World, Rev 4)
extrmatnj.zip	Extermination (Japan)
extrmatnur.zip	Extermination (US, Romstar)
extrmatnu.zip	Extermination (US, set 1)
extrmatn.zip	Extermination (World)
exterm.zip	Exterminator
extdwnhl.zip	Extreme Downhill (v1.5)
exvaniaj.zip	Exvania (Japan)
exvania.zip	Exvania (World)
exzisusa.zip	Exzisus (Japan, conversion)
exzisus.zip	Exzisus (Japan, dedicated)
exzisust.zip	Exzisus (TAD license)
eyes.zip	Eyes (Digitrex Techstar)
eyes2.zip	Eyes (Techstar)
eyesb.zip	Eyes (bootleg set 1)
eyeszacb.zip	Eyes (bootleg set 2, decrypted)
f1dream.zip	F-1 Dream
f1dreamb.zip	F-1 Dream (bootleg, set 1)
f1dreamba.zip	F-1 Dream (bootleg, set 2)
f1gp.zip	F-1 Grand Prix (set 1)
f1gpa.zip	F-1 Grand Prix (set 2)
f1gp2.zip	F-1 Grand Prix Part II
f1gpstr2.zip	F-1 Grand Prix Star II
fx.zip	F-X (bootleg of S.R.D. Mission)
fa.zip	F/A (Japan)
f1enj.zip	F1 Exhaust Note (Japan, Rev A)
f1enu.zip	F1 Exhaust Note (US, Rev A)
f1en.zip	F1 Exhaust Note (World, Rev A)
f1lapj.zip	F1 Super Lap (Japan)
f1lap.zip	F1 Super Lap (World)
f1lapt.zip	F1 Super Lap (World, Unprotected)
faceoff.zip	Face Off (Japan 2 Players)
falcon.zip	Falcon (bootleg of Phoenix) (8085A CPU)
falconz.zip	Falcon (bootleg of Phoenix) (Z80 CPU)
fncywld.zip	Fancy World - Earth of Crisis
fantasiaa.zip	Fantasia (940307 PCB)
fantasia.zip	Fantasia (940429 PCB, set 1)
fantasiab.zip	Fantasia (940429 PCB, set 2)
fantasian.zip	Fantasia (940803 PCB)
fantsia2n.zip	Fantasia II (1998)
fantsia2.zip	Fantasia II (Explicit)
fantsia2a.zip	Fantasia II (Less Explicit)
fantastc.zip	Fantastic (Galaga conversion on Galaxian hardware)
fantsy95.zip	Fantasy '95
fantasyg.zip	Fantasy (Germany, set 1)
fantasyg2.zip	Fantasy (Germany, set 2)
fantasyj.zip	Fantasy (Japan)
fantasyu.zip	Fantasy (US)
fantland.zip	Fantasy Land (set 1)
fantlanda.zip	Fantasy Land (set 2)
fantzonep.zip	Fantasy Zone (317-5000)
fantzonee.zip	Fantasy Zone (FD1089B 317-0016)
fantzone.zip	Fantasy Zone (Rev A, unprotected)
fantzoneta.zip	Fantasy Zone (Time Attack, bootleg)
fantzonepr.zip	Fantasy Zone (prototype)
fantzone1.zip	Fantasy Zone (unprotected)
fantzn2.zip	Fantasy Zone II - The Tears of Opa-Opa (MC-8123, 317-0057)
fantzn2x.zip	Fantasy Zone II - The Tears of Opa-Opa (System 16C)
fantzn2xps2.zip	Fantasy Zone II - The Tears of Opa-Opa (System 16C, PS2 data file)
fantzn2xp.zip	Fantasy Zone II - The Tears of Opa-Opa (System 16C, prototype)
fantznta.zip	Fantasy Zone Time Attack (System 16B, PS2 data file)
fantazia.zip	Fantazia (bootleg?)
kabukikl.zip	Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den
kabukiklb.zip	Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den (Add hidden characters)
farmer.zip	Farmers Rebellion
fastfred.zip	Fast Freddie
fastlane.zip	Fast Lane
sqbert.zip	Faster, Harder, More Challenging Q*bert (prototype)
fatfury1bh.zip	Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai (Boss Hack by Yumeji)
fatfury1.zip	Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai (NGM-033)(NGH-033)
fatfury2a.zip	Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (NGM-047)
fatfury2.zip	Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (NGM-047)(NGH-047)
fatfury3bh.zip	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (Ancient Battles Resurgence 2015-03-13)
fatfury3.zip	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (NGM-069)(NGH-069)
fatfury3a.zip	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (NGM-069)(NGH-069) (alternate set)
fatfurspbs.zip	Fatal Fury Special / Garou Densetsu Special (Optional Hidden Character Third Edition)
fatfursp.zip	Fatal Fury Special / Garou Densetsu Special (set 1)(NGM-058)(NGH-058)
fatfurspa.zip	Fatal Fury Special / Garou Densetsu Special (set 2)(NGM-058)(NGH-058)
fenixn.zip	Fenix (Niemer bootleg of Phoenix)
fenix.zip	Fenix (bootleg of Phoenix)
feversos.zip	Fever SOS (International, ver. 98/09/25)
fightfev.zip	Fight Fever (set 1)
fightfeva.zip	Fight Fever (set 2)
fghtatck.zip	Fighter & Attacker (US)
fghthistjb.zip	Fighter's History (Japan ver 41-04, DE-0380-1 PCB)
fghthistja.zip	Fighter's History (Japan ver 41-05, DE-0380-2 PCB)
fghthistj.zip	Fighter's History (Japan ver 41-07, DE-0395-1 PCB)
fghthistuc.zip	Fighter's History (US ver 42-03, DE-0380-2 PCB)
fghthistub.zip	Fighter's History (US ver 42-05, DE-0395-1 PCB)
fghthistua.zip	Fighter's History (US ver 42-06, DE-0395-1 PCB)
fghthistu.zip	Fighter's History (US ver 42-09, DE-0396-0 PCB)
fghthistb.zip	Fighter's History (World ver 43-05, DE-0380-2 PCB)
fghthista.zip	Fighter's History (World ver 43-07, DE-0380-2 PCB)
fghthist.zip	Fighter's History (World ver 43-09, DE-0395-1 PCB)
fswords.zip	Fighters Swords (Korean release of Samurai Shodown III)
fghtbskt.zip	Fighting Basketball
ffantasyj.zip	Fighting Fantasy (Japan revision 2)
ffantasy.zip	Fighting Fantasy (Japan revision 3)
ffantasyb.zip	Fighting Fantasy (Japan revision ?)
ffantasya.zip	Fighting Fantasy (Japan)
fhawkj.zip	Fighting Hawk (Japan)
fhawk.zip	Fighting Hawk (World)
cfghtice.zip	Fighting Ice Hockey (DECO Cassette) (US)
fightrol.zip	Fighting Roller
fsoccerj.zip	Fighting Soccer (Japan)
fsoccerb.zip	Fighting Soccer (Joystick hack bootleg)
fsoccerba.zip	Fighting Soccer (Joystick hack bootleg, alt)
fsoccer.zip	Fighting Soccer (version 4)
finalbj.zip	Final Blow (Japan)
finalbu.zip	Final Blow (US)
finalb.zip	Final Blow (World)
fcrash.zip	Final Crash (bootleg (with 2xYM2203 + 2xMSM5205))
ffightj1.zip	Final Fight (900112 Japan)
ffightua.zip	Final Fight (900112 USA)
ffightj2.zip	Final Fight (900305 Japan)
ffightj3.zip	Final Fight (900405 Japan)
ffightub.zip	Final Fight (900424 USA)
ffightj4.zip	Final Fight (900613 Japan)
ffightuc.zip	Final Fight (900613 USA)
ffightj.zip	Final Fight (Japan)
ffightu.zip	Final Fight (USA, set 1)
ffightu1.zip	Final Fight (USA, set 2)
ffightu2.zip	Final Fight (USA, set 3)
ffight.zip	Final Fight (World, set 1)
ffighta.zip	Final Fight (World, set 2)
ffightbl.zip	Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205), World)
ffightbla.zip	Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205), World))
ffightae.zip	Final Fight 30th Anniversary Edition
finalgdr.zip	Final Godori (Korea, version 2.20.5915)
finallapjb.zip	Final Lap (Japan, Rev B)
finallapjc.zip	Final Lap (Japan, Rev C)
finallapc.zip	Final Lap (Rev C)
finallapd.zip	Final Lap (Rev D)
finallap.zip	Final Lap (Rev E)
finalap2.zip	Final Lap 2
finalap2j.zip	Final Lap 2 (Japan)
finalap3jc.zip	Final Lap 3 (Japan - Rev C)
finalap3j.zip	Final Lap 3 (Japan)
finalap3.zip	Final Lap 3 (World, set 1)
finalap3a.zip	Final Lap 3 (World, set 2)
finalap3bl.zip	Final Lap 3 (bootleg)
fstarfrcj.zip	Final Star Force (Japan)
fstarfrc.zip	Final Star Force (US)
fstarfrcw.zip	Final Star Force (World?)
finalttr.zip	Final Tetris
finalizrb.zip	Finalizer - Super Transformation (bootleg)
finalizr.zip	Finalizer - Super Transformation (set 1)
finalizra.zip	Finalizer - Super Transformation (set 2)
finehour.zip	Finest Hour (Japan)
finger.zip	Finger (bootleg of Stinger)
fball.zip	Fire Ball (FM Work)
firebarr.zip	Fire Barrel (Japan)
firebatl.zip	Fire Battle
firehawk.zip	Fire Hawk (World) / Huohu Chuanshuo (China) (horizontal)
fireshrk.zip	Fire Shark
fireshrkd.zip	Fire Shark (Korea, set 1, easier)
fireshrkdh.zip	Fire Shark (Korea, set 2, harder)
fireshrka.zip	Fire Shark (earlier)
firetrapbl.zip	Fire Trap (Japan bootleg)
firetrapj.zip	Fire Trap (Japan)
firetrapa.zip	Fire Trap (US)
firetrap.zip	Fire Trap (US, rev A)
firebeas.zip	Firebeast (prototype)
cfishing.zip	Fishing (DECO Cassette) (Japan)
fitter.zip	Fitter
fitterbl.zip	Fitter (bootleg of Round-Up)
fixeight.zip	FixEight (Europe)
fixeightt.zip	FixEight (Europe, Taito license)
fixeighth.zip	FixEight (Hong Kong)
fixeightht.zip	FixEight (Hong Kong, Taito license)
fixeightj.zip	FixEight (Japan)
fixeightjt.zip	FixEight (Japan, Taito license)
fixeightk.zip	FixEight (Korea)
fixeightkt.zip	FixEight (Korea, Taito license)
fixeighta.zip	FixEight (Southeast Asia)
fixeightat.zip	FixEight (Southeast Asia, Taito license)
fixeighttw.zip	FixEight (Taiwan)
fixeighttwt.zip	FixEight (Taiwan, Taito license)
fixeightu.zip	FixEight (USA)
fixeightut.zip	FixEight (USA, Taito license)
flkatck.zip	Flak Attack (Japan)
flkatcka.zip	Flak Attack (Japan, PWB 450593 sub-board)
cfboy0a1.zip	Flash Boy (vertical) [DECO Cassette MD] (No.12/Ver.0/Set.1,Japan)
fpointbj.zip	Flash Point (Japan, bootleg)
fpointbl.zip	Flash Point (World, bootleg)
fpoint1d.zip	Flash Point (set 1, Japan, FD1094 317-0127A decrypted)
fpoint1.zip	Flash Point (set 1, Japan, FD1094 317-0127A)
fpointd.zip	Flash Point (set 2, Japan, FD1094 317-0127A decrypted)
fpoint.zip	Flash Point (set 2, Japan, FD1094 317-0127A)
flashgal.zip	Flashgal (set 1)
flashgalk.zip	Flashgal (set 1, Kyugo logo)
flashgala.zip	Flashgal (set 2)
flicky.zip	Flicky (128k Version, 315-5051)
flickya.zip	Flicky (128k Version, 315-5051, larger roms))
flickyg.zip	Flicky (128k Version, System 2, 315-5051, alt graphics)
flickys2g.zip	Flicky (128k Version, System 2, not encrypted, alt graphics)
flickys2.zip	Flicky (128k Version, not encrypted)
flickyo.zip	Flicky (64k Version, 315-5051, set 1)
flickys1.zip	Flicky (64k Version, 315-5051, set 2)
flickyup.zip	Flicky (64k Version, on Up'n Down boardset)
flipjack.zip	Flipper Jack
flipull.zip	Flipull (Japan)
floritas.zip	Floritas (Moon Cresta bootleg)
floritasm.zip	Floritas (Multivideo Spanish Moon Cresta bootleg)
flowerj.zip	Flower (Japan)
flower.zip	Flower (US)
flyboy.zip	Fly-Boy
flyboyb.zip	Fly-Boy (bootleg)
fnshark.zip	Flyin' Shark (bootleg of Hishou Zame)
cflyball.zip	Flying Ball (DECO Cassette) (US)
fshark.zip	Flying Shark (World)
fsharkbt.zip	Flying Shark (bootleg with 8741)
flytiger.zip	Flying Tiger (set 1)
flytigera.zip	Flying Tiger (set 2)
foodfc.zip	Food Fight (cocktail)
foodf1.zip	Food Fight (rev 1)
foodf2.zip	Food Fight (rev 2)
foodf.zip	Food Fight (rev 3)
footchmp.zip	Football Champ (World)
fbfrenzy.zip	Football Frenzy (NGM-034)(NGH-034)
forcebrk.zip	Force Break (bootleg)
forgottnj.zip	Forgotten Worlds (Japan) (English prototype)
forgottnuc.zip	Forgotten Worlds (US, B-Board 88618B-2, Rev C)
forgottnue.zip	Forgotten Worlds (US, B-Board 88618B-2, Rev E)
forgottnua.zip	Forgotten Worlds (US, B-Board 88618B-2, rev A)
forgottnuaa.zip	Forgotten Worlds (US, B-Board 88618B-2, rev AA)
forgottnu.zip	Forgotten Worlds (US, B-Board 88621B-2, rev C)
forgottna.zip	Forgotten Worlds (World)
forgottn.zip	Forgotten Worlds (World, newer)
formatz.zip	Formation Z
fort2ba.zip	Fortress 2 Blue Arcade (Korea) (ver 1.00 / pcb ver 3.05)
fort2b.zip	Fortress 2 Blue Arcade (World) (ver 1.01 / pcb ver 3.05)
fourtraxj.zip	Four Trax (Japan)
fourtraxa.zip	Four Trax (US?, censored banners)
fourtrax.zip	Four Trax (World)
freekick.zip	Free Kick (NS6201-A 1987.10)
freekicka.zip	Free Kick (NS6201-A 1987.9)
freekickb1.zip	Free Kick (bootleg set 1)
freekickb3.zip	Free Kick (bootleg set 3)
freeze.zip	Freeze
frenzy.zip	Frenzy (revision RA1)
friskyt.zip	Frisky Tom (set 1)
friskyta.zip	Frisky Tom (set 2)
friskytb.zip	Frisky Tom (set 3, encrypted)
froggers.zip	Frog
fspiderb.zip	Frog & Spiders (bootleg?)
frogf.zip	Frog (Falcon bootleg)
frogg.zip	Frog (bootleg on Galaxian hardware)
cps1frog.zip	Frog Feast (CPS-1)
ngfrog.zip	Frog Feast (Neo Geo)
pgmfrog.zip	Frog Feast (PGM)
frogger.zip	Frogger
froggermc.zip	Frogger (Moon Cresta hardware)
froggrs.zip	Frogger (Scramble hardware)
froggers1.zip	Frogger (Sega set 1)
froggers2.zip	Frogger (Sega set 2)
froggers3.zip	Frogger (Sega set 3)
frontlin.zip	Front Line (set 1)
frontlina.zip	Front Line (set 2)
fjbuster.zip	Fujiyama Buster (Japan)
fullthrl.zip	Full Throttle (Japan)
funkybee.zip	Funky Bee
funkybeeb.zip	Funky Bee (bootleg, harder)
fnkyfish.zip	Funky Fish
funkyjetj.zip	Funky Jet (Japan, rev 2)
funkyjeta2.zip	Funky Jet (Korea, prototype?)
funkyjeta.zip	Funky Jet (World)
funkyjet.zip	Funky Jet (World, rev 1)
funybubl.zip	Funny Bubble
funybublc.zip	Funny Bubble (Comad version)
funnymou.zip	Funny Mouse (Japan)
futspy.zip	Future Spy
glocu.zip	G-LOC Air Battle (US)
gloc.zip	G-LOC Air Battle (World)
glocr360j.zip	G-LOC R360 (Japan)
glocr360.zip	G-LOC R360 (World)
gstream.zip	G-Stream G2020
gijoea.zip	G.I. Joe (Asia, AA)
gijoej.zip	G.I. Joe (Japan, JAA)
gijoeua.zip	G.I. Joe (US, UAA)
gijoeu.zip	G.I. Joe (US, UAB)
gijoe.zip	G.I. Joe (World, EAB, set 1)
gijoeea.zip	G.I. Joe (World, EB8, prototype?)
gpriderjs.zip	GP Rider (Japan, FD1094 317-0161)
gpriderj.zip	GP Rider (Japan, FD1094 317-0161) (Twin setup)
gpriderus.zip	GP Rider (US, FD1094 317-0162)
gprideru.zip	GP Rider (US, FD1094 317-0162) (Twin setup)
gprider.zip	GP Rider (World, FD1094 317-0163) (Twin setup)
gaialast.zip	Gaia - The Last Choice of Earth
gaia.zip	Gaia Crusaders
gaiapols.zip	Gaiapolis (ver EAF)
gaiapolsj.zip	Gaiapolis (ver JAF)
gaiapolsu.zip	Gaiapolis (ver UAF)
ggroundj.zip	Gain Ground (Japan, 2 Players, Floppy Based, FD1094 317-0058-03b)
gground.zip	Gain Ground (World, 3 Players, Floppy Based, FD1094 317-0058-03d Rev A)
galastrm.zip	Galactic Storm (Japan)
gwarrior.zip	Galactic Warriors
galaga88.zip	Galaga '88
galaga88a.zip	Galaga '88 (02-03-88)
galaga88j.zip	Galaga '88 (Japan)
galagamf.zip	Galaga (Midway set 1 with fast shoot hack)
galagamw.zip	Galaga (Midway set 1)
galagamk.zip	Galaga (Midway set 2)
galaga.zip	Galaga (Namco rev. B)
galagao.zip	Galaga (Namco)
galaga3a.zip	Galaga 3 (GP3 rev. C)
galaga3.zip	Galaga 3 (GP3 rev. D)
galaga3b.zip	Galaga 3 (GP3)
galaga3c.zip	Galaga 3 (set 4)
galaga3m.zip	Galaga 3 (set 5)
neogalag.zip	Galaga Demo (set 1)
neogalaga.zip	Galaga Demo (set 2)
galaktron.zip	Galaktron (Petaco S.A.)
galaxcirsa.zip	Galaxian (Cirsa Spanish bootleg)
galaxianem.zip	Galaxian (Electromar Spanish bootleg)
galaxiani.zip	Galaxian (Irem)
galaxianm.zip	Galaxian (Midway set 1)
galaxianmo.zip	Galaxian (Midway set 2)
